CustomerKey;GeographyKey;FirstName;LastName;BirthDate;MaritalStatus;Gender;YearlyIncome;TotalChildren;EnglishEducation;EnglishOccupation;DateFirstPurchase;CommuteDistance;NumberCarsOwned;HouseOwnerFlag
16280;170;Glenn;Ma;1969-02-15;S;M;10000,00;3;Partial High School;Manual;2013-11-04;0-1 Miles;2;1
19257;170;Dana;Jiménez;1965-01-12;M;F;10000,00;2;Partial College;Manual;2012-10-27;0-1 Miles;1;1
19375;170;Omar;Anand;1981-05-27;S;M;20000,00;0;High School;Manual;2013-04-16;1-2 Miles;1;0
19340;170;Renee;Dominguez;1971-08-15;M;F;40000,00;0;Bachelors;Professional;2011-04-28;0-1 Miles;0;1
19384;171;Gilbert;Rai;1979-03-05;S;M;20000,00;0;Partial High School;Manual;2013-12-21;1-2 Miles;2;0
19454;171;Roger;Sharma;1973-02-13;M;M;40000,00;0;Bachelors;Clerical;2011-10-22;0-1 Miles;0;1
19196;171;April;She;1981-08-31;S;F;40000,00;2;Partial College;Clerical;2012-09-15;1-2 Miles;1;1
19038;171;Joe;Patel;1960-02-13;S;M;80000,00;3;Partial College;Professional;2012-08-12;10+ Miles;1;1
18140;171;Anthony;White;1960-12-30;M;M;130000,00;3;Partial College;Professional;2012-02-21;5-10 Miles;3;0
18124;171;Calvin;Chander;1975-05-01;M;M;130000,00;2;Bachelors;Management;2013-09-16;0-1 Miles;4;1
18130;171;Kaitlyn;Mitchell;1962-08-08;S;F;130000,00;3;Partial College;Professional;2012-01-08;0-1 Miles;2;0
16434;171;Taylor;Bailey;1970-04-03;M;F;40000,00;1;Bachelors;Skilled Manual;2013-06-02;0-1 Miles;0;1
15680;171;Tasha;She;1956-09-05;M;F;10000,00;4;High School;Manual;2013-07-05;0-1 Miles;2;0
15928;171;Priscilla;Pal;1961-11-05;S;F;120000,00;3;High School;Professional;2012-03-22;5-10 Miles;4;1
16055;171;Ryan;Lee;1961-06-17;M;M;10000,00;2;Partial College;Manual;2013-04-13;1-2 Miles;0;1
17998;171;Tammy;Weber;1974-05-02;S;F;20000,00;3;High School;Manual;2012-12-25;0-1 Miles;1;1
17832;171;Cameron;Sharma;1968-06-09;M;M;30000,00;1;Partial College;Clerical;2013-08-13;2-5 Miles;1;1
17791;171;Sydney;Davis;1973-05-24;M;F;30000,00;1;Bachelors;Clerical;2013-06-12;2-5 Miles;1;1
13696;171;Katherine;Edwards;1977-05-14;S;F;40000,00;2;Partial College;Clerical;2013-02-21;1-2 Miles;1;1
14841;171;Franklin;Pal;1917-06-05;M;M;20000,00;2;Partial High School;Manual;2013-09-02;1-2 Miles;1;1
14972;171;Cristina;Deng;1985-04-03;S;F;30000,00;3;Partial College;Clerical;2013-12-11;0-1 Miles;1;1
14962;171;Justin;Jai;1971-04-12;M;M;40000,00;1;Bachelors;Skilled Manual;2014-01-23;0-1 Miles;0;1
14541;171;Douglas;Kapoor;1963-11-14;S;M;20000,00;1;Graduate Degree;Clerical;2011-09-08;0-1 Miles;0;1
15457;171;Adriana;Martinez;1946-08-28;M;F;20000,00;1;Partial College;Manual;2011-12-31;0-1 Miles;0;1
15074;171;Elizabeth;Perry;1925-08-25;M;F;10000,00;3;Bachelors;Clerical;2014-01-19;0-1 Miles;2;0
15100;171;Brenda;Chandra;1952-05-22;M;F;110000,00;3;Bachelors;Management;2012-01-04;5-10 Miles;4;0
13260;171;James;Flores;1963-04-08;M;M;130000,00;3;Partial College;Professional;2011-01-17;0-1 Miles;2;1
12725;171;Gabrielle;James;1916-02-10;M;F;10000,00;4;Partial High School;Manual;2013-08-18;1-2 Miles;2;0
12838;171;Ralph;Beck;1971-11-08;M;M;40000,00;0;Bachelors;Professional;2013-03-30;0-1 Miles;0;1
12799;171;George;Chandra;1984-12-09;M;M;30000,00;1;Bachelors;Clerical;2013-06-22;1-2 Miles;0;1
12298;171;Crystal;Zeng;1950-11-18;S;F;90000,00;5;Partial College;Professional;2012-08-21;2-5 Miles;2;0
11484;171;Erick;Sai;1983-03-03;S;M;40000,00;2;Partial College;Clerical;2012-01-02;0-1 Miles;0;1
11584;171;Devin;Carter;1971-05-22;M;M;40000,00;1;Bachelors;Skilled Manual;2013-09-16;0-1 Miles;0;1
25571;171;Richard;Lopez;1948-12-06;S;M;30000,00;1;Bachelors;Clerical;2013-12-17;0-1 Miles;0;0
25744;171;Gabriel;Griffin;1975-11-17;M;M;30000,00;0;Bachelors;Clerical;2013-07-27;0-1 Miles;0;1
25795;171;Marie;Gomez;1958-01-10;S;F;110000,00;4;Partial College;Professional;2013-01-08;10+ Miles;2;1
25145;171;Clayton;Yang;1980-02-22;S;M;30000,00;0;Partial College;Clerical;2013-06-21;2-5 Miles;1;1
27001;171;Carla;Kapoor;1982-04-04;M;F;10000,00;0;Partial High School;Manual;2013-03-17;0-1 Miles;2;0
27169;171;Louis;Xu;1977-07-08;S;M;30000,00;0;High School;Manual;2013-12-03;2-5 Miles;1;1
26362;171;Joy;Torres;1971-09-15;M;F;20000,00;1;High School;Manual;2013-10-16;2-5 Miles;1;1
29441;171;Adriana;Patel;1942-02-01;M;F;20000,00;1;Graduate Degree;Clerical;2013-12-25;0-1 Miles;0;1
27798;171;Brandon;Bryant;1971-11-08;M;M;40000,00;0;Bachelors;Professional;2013-07-13;0-1 Miles;0;1
20908;171;Wyatt;Foster;1975-04-20;S;M;10000,00;3;Partial High School;Manual;2013-06-02;0-1 Miles;2;1
20723;171;Cedric;Zhu;1977-06-24;S;M;20000,00;0;Partial High School;Manual;2013-07-20;1-2 Miles;2;0
20572;171;Caroline;Diaz;1959-01-21;M;F;80000,00;4;Partial College;Professional;2013-08-19;10+ Miles;2;1
22491;171;Jerry;Nara;1981-03-16;S;M;20000,00;2;High School;Manual;2013-02-08;0-1 Miles;2;1
22522;171;Benjamin;Hayes;1978-10-07;S;M;30000,00;1;Partial College;Clerical;2013-04-10;0-1 Miles;1;0
22590;171;Oscar;Hughes;1965-04-02;M;M;20000,00;2;Partial College;Manual;2013-05-13;0-1 Miles;1;0
22607;171;Whitney;Gonzalez;1975-09-01;S;F;20000,00;0;Partial College;Manual;2013-06-13;1-2 Miles;1;0
22310;171;Christina;Sanders;1983-03-10;S;F;20000,00;0;Partial High School;Manual;2013-06-24;1-2 Miles;2;0
21827;171;Mallory;Gutierrez;1960-07-06;M;F;130000,00;3;Partial College;Professional;2013-12-19;0-1 Miles;3;1
23946;171;Kelli;Luo;1983-05-02;S;F;30000,00;0;Partial College;Clerical;2013-10-20;2-5 Miles;1;1
23922;171;Cody;Richardson;1972-01-15;M;M;40000,00;0;Bachelors;Professional;2013-04-29;0-1 Miles;0;0
24049;171;Byron;Gomez;1979-09-13;S;M;20000,00;1;Partial College;Manual;2013-09-03;2-5 Miles;0;1
24053;171;Jose;Allen;1973-11-09;M;M;40000,00;0;Bachelors;Clerical;2013-07-27;0-1 Miles;0;1
24059;171;Tabitha;Navarro;1972-10-19;S;F;30000,00;1;Bachelors;Clerical;2013-09-03;0-1 Miles;1;0
23765;171;Kelly;Price;1977-08-30;S;F;40000,00;2;Partial College;Clerical;2013-03-24;1-2 Miles;0;1
23757;171;James;Roberts;1977-11-08;S;M;20000,00;0;Partial High School;Manual;2013-04-29;0-1 Miles;2;0
22707;171;Haley;Russell;1981-07-18;S;F;30000,00;0;Partial College;Clerical;2013-08-11;2-5 Miles;1;0
22816;172;Erica;Cai;1951-12-05;M;F;120000,00;4;Bachelors;Management;2013-12-13;10+ Miles;4;1
24704;172;Allen;Schmidt;1983-03-10;M;M;20000,00;0;Partial High School;Manual;2014-01-28;1-2 Miles;2;1
21526;172;Jonathon;Munoz;1975-10-31;S;M;80000,00;4;Partial College;Professional;2013-08-22;10+ Miles;2;1
27312;172;Sandra;Sun;1950-06-27;S;F;110000,00;3;Bachelors;Management;2013-10-09;10+ Miles;4;1
28700;172;Summer;Garcia;1974-10-20;S;F;40000,00;0;Graduate Degree;Clerical;2013-10-29;0-1 Miles;0;0
28902;172;Suzanne;She;1959-05-16;S;F;120000,00;2;Bachelors;Management;2013-07-28;10+ Miles;2;0
26227;172;Joe;Gutierrez;1977-08-03;S;M;40000,00;2;Partial College;Clerical;2013-10-28;1-2 Miles;0;1
26223;172;Dominic;Sai;1978-01-18;S;M;30000,00;0;High School;Manual;2013-09-25;1-2 Miles;1;0
26954;172;Gerald;Torres;1975-08-30;S;M;30000,00;0;Bachelors;Clerical;2013-06-18;0-1 Miles;0;1
25317;172;Erick;Garcia;1977-03-20;S;M;20000,00;0;Partial High School;Manual;2013-07-19;0-1 Miles;2;0
25583;172;Carolyn;Arthur;1964-09-03;S;F;20000,00;2;Partial College;Manual;2013-12-13;0-1 Miles;1;0
25664;172;Jon;Hu;1984-01-19;M;M;30000,00;4;Partial College;Clerical;2013-10-19;0-1 Miles;1;1
11614;172;Katrina;Sharma;1981-02-13;S;F;30000,00;0;Partial College;Clerical;2012-05-10;2-5 Miles;1;0
11421;172;Amy;Sun;1952-01-16;M;F;110000,00;3;Bachelors;Management;2011-11-03;5-10 Miles;4;1
12238;172;Monica;Raman;1952-07-24;M;F;30000,00;1;Bachelors;Clerical;2013-07-09;0-1 Miles;0;1
12521;172;Meredith;Dominguez;1980-07-11;S;F;10000,00;0;Partial High School;Manual;2012-10-05;0-1 Miles;2;0
12500;172;Kathleen;Vazquez;1984-08-12;S;F;30000,00;3;Partial College;Clerical;2012-09-01;0-1 Miles;1;1
12713;172;Deborah;Xie;1978-12-07;S;F;20000,00;0;Partial High School;Manual;2012-10-11;1-2 Miles;2;0
12807;172;Nina;Kumar;1974-02-01;S;F;40000,00;0;Graduate Degree;Clerical;2012-11-09;0-1 Miles;0;1
14713;172;Jon;Ye;1976-01-05;S;M;40000,00;2;Partial College;Clerical;2011-09-11;1-2 Miles;0;1
14805;172;Kari;Garcia;1974-06-18;S;F;10000,00;3;Partial High School;Manual;2013-06-22;0-1 Miles;2;1
13697;172;Jésus;Munoz;1976-12-21;S;M;40000,00;2;Partial College;Clerical;2011-04-24;0-1 Miles;1;1
13580;172;Carol;Xu;1952-01-15;M;F;110000,00;3;Bachelors;Management;2011-03-23;5-10 Miles;4;0
17113;172;Clarence;Pal;1976-10-19;S;M;40000,00;2;Partial College;Clerical;2013-08-19;0-1 Miles;1;1
15685;172;Robin;Vazquez;1949-12-07;M;F;110000,00;3;Bachelors;Management;2012-03-25;5-10 Miles;4;1
15664;172;Jill;Vazquez;1970-04-22;S;F;30000,00;0;Bachelors;Clerical;2012-02-01;0-1 Miles;0;1
16411;172;Stanley;Sanchez;1970-02-18;S;M;10000,00;3;Partial High School;Manual;2012-06-10;0-1 Miles;2;1
16390;172;Mario;Nath;1973-08-25;S;M;30000,00;1;Bachelors;Clerical;2012-05-25;0-1 Miles;0;0
18031;172;Shawna;Tang;1980-07-11;S;F;10000,00;0;Partial High School;Manual;2013-05-16;0-1 Miles;2;1
19514;172;Kari;Rodriguez;1985-11-16;S;F;20000,00;0;Partial High School;Manual;2013-07-23;1-2 Miles;2;0
20144;173;Roger;Lin;1961-12-21;M;M;10000,00;2;Partial College;Manual;2013-12-29;0-1 Miles;0;1
19935;173;Clinton;Navarro;1957-06-20;M;M;100000,00;3;Partial College;Professional;2013-08-17;10+ Miles;4;1
13532;173;Melody;Gill;1972-04-12;M;F;30000,00;4;Graduate Degree;Clerical;2013-09-25;0-1 Miles;0;1
13671;173;Frank;Ramos;1979-08-07;S;M;30000,00;0;Partial College;Clerical;2014-01-28;1-2 Miles;1;0
14428;173;Cassie;Andersen;1961-04-10;S;F;130000,00;3;Partial College;Professional;2011-08-29;0-1 Miles;3;0
15352;173;Raymond;Martinez;1964-01-17;S;M;130000,00;2;Bachelors;Management;2013-03-23;0-1 Miles;4;0
15460;173;Bethany;Nara;1953-02-09;M;F;20000,00;1;Partial College;Manual;2011-12-29;0-1 Miles;0;1
12831;173;Kathryn;Lal;1975-01-12;S;F;20000,00;3;High School;Manual;2013-11-15;0-1 Miles;0;1
12225;173;Kathleen;Ortega;1964-05-01;M;F;20000,00;1;Graduate Degree;Clerical;2012-05-19;0-1 Miles;0;1
12397;173;Shaun;Chapman;1975-09-11;S;M;40000,00;2;Partial College;Clerical;2012-08-23;1-2 Miles;0;1
11428;173;Deanna;Perez;1959-02-19;S;F;120000,00;2;Bachelors;Management;2011-12-05;10+ Miles;2;1
25597;173;Alan;She;1975-11-03;S;M;30000,00;0;Bachelors;Clerical;2013-12-17;0-1 Miles;0;0
25590;173;Naomi;Gill;1976-03-23;S;F;20000,00;0;Partial College;Manual;2013-12-12;2-5 Miles;1;0
25297;173;Devon;Shan;1979-09-16;S;M;30000,00;0;Partial College;Clerical;2013-11-25;2-5 Miles;1;1
27184;173;Donald;Subram;1977-05-12;S;M;40000,00;2;Partial College;Clerical;2013-02-01;0-1 Miles;1;0
26228;173;Carolyn;Perez;1978-03-19;M;F;40000,00;2;Partial College;Clerical;2013-10-14;1-2 Miles;0;1
26395;173;Daisy;Gill;1950-07-20;S;F;90000,00;5;Partial College;Professional;2013-02-11;10+ Miles;2;1
28699;173;Leah;Lu;1986-03-10;S;F;30000,00;1;Bachelors;Clerical;2013-09-30;0-1 Miles;0;1
28435;173;Edwin;Liu;1981-10-09;M;M;30000,00;0;Partial College;Clerical;2014-01-20;0-1 Miles;1;0
27900;173;Toni;Prasad;1970-06-16;S;F;30000,00;0;Bachelors;Clerical;2013-05-18;0-1 Miles;0;1
21506;173;Randall;Gutierrez;1968-10-19;M;M;130000,00;3;Partial College;Professional;2013-12-18;5-10 Miles;2;1
21838;173;Gerald;Ruiz;1951-03-02;M;M;90000,00;5;Partial College;Professional;2013-06-11;10+ Miles;2;1
22387;173;Audrey;Romero;1942-05-19;M;F;20000,00;1;Graduate Degree;Clerical;2013-10-15;0-1 Miles;0;1
20563;173;Kendra;Blanco;1950-02-22;M;F;110000,00;3;Bachelors;Management;2013-06-13;10+ Miles;4;1
21047;173;Sheena;Andersen;1979-01-23;S;F;20000,00;1;Partial College;Manual;2013-11-03;0-1 Miles;0;0
24873;173;Alisha;Li;1955-09-30;S;F;110000,00;4;Partial College;Management;2013-11-27;10+ Miles;2;0
24014;173;Geoffrey;Kovár;1965-10-10;M;M;20000,00;1;Partial College;Manual;2013-10-12;1-2 Miles;0;1
24121;173;Valerie;Liu;1982-09-09;S;F;30000,00;0;Partial College;Clerical;2013-10-20;0-1 Miles;1;0
24137;173;Tara;Sharma;1981-06-14;S;F;30000,00;0;Partial College;Clerical;2013-05-30;2-5 Miles;1;1
23221;173;Leonard;Rai;1983-05-25;S;M;20000,00;0;Partial High School;Manual;2013-07-13;1-2 Miles;2;1
24078;174;Neil;Martin;1981-12-15;M;M;30000,00;1;Bachelors;Skilled Manual;2013-04-08;0-1 Miles;2;1
24036;174;Jay;Vazquez;1980-12-23;S;M;20000,00;0;Partial College;Manual;2013-09-20;2-5 Miles;1;0
23952;174;Nelson;Dominguez;1981-03-12;S;M;20000,00;0;High School;Manual;2013-08-31;5-10 Miles;1;0
24561;174;Megan;Sherman;1960-06-08;S;M;100000,00;3;High School;Professional;2013-02-07;2-5 Miles;3;0
21085;174;Leslie;Vazquez;1939-05-16;M;F;20000,00;2;Partial College;Manual;2014-01-09;2-5 Miles;1;1
22386;174;Jerome;Gill;1940-09-11;M;M;20000,00;1;Graduate Degree;Clerical;2013-09-20;0-1 Miles;0;1
22563;174;Darren;Weber;1961-12-20;S;M;10000,00;2;Partial College;Manual;2013-09-26;0-1 Miles;0;0
28489;174;Jeffery;Zhu;1949-02-23;S;M;20000,00;2;Partial College;Manual;2013-07-30;0-1 Miles;1;0
28497;174;Alvin;Yang;1966-03-11;S;M;20000,00;1;Partial College;Manual;2013-07-07;0-1 Miles;0;0
29442;174;Damien;Yuan;1969-08-30;S;M;10000,00;1;Bachelors;Manual;2013-04-19;0-1 Miles;0;1
29474;174;Jaime;Raje;1965-04-02;M;M;20000,00;2;Partial College;Manual;2011-06-19;0-1 Miles;1;0
26845;174;Theodore;Ortega;1970-03-26;S;M;20000,00;2;High School;Manual;2013-08-01;0-1 Miles;2;1
26852;174;Karen;She;1968-12-02;M;F;20000,00;3;High School;Manual;2013-02-02;0-1 Miles;2;1
26831;174;Drew;Raje;1971-09-01;M;M;30000,00;1;Bachelors;Clerical;2013-01-13;2-5 Miles;1;1
25486;174;Edgar;Rodriguez;1976-09-16;S;M;30000,00;2;Partial College;Clerical;2013-11-11;0-1 Miles;1;1
25779;174;Marshall;Cai;1955-05-13;M;M;90000,00;5;Partial College;Professional;2013-01-03;2-5 Miles;2;0
25684;174;Jermaine;Sanchez;1967-08-31;S;M;10000,00;1;Graduate Degree;Manual;2013-10-10;0-1 Miles;0;0
11598;174;Meredith;Ruiz;1983-12-30;S;F;30000,00;3;Partial College;Clerical;2012-03-11;0-1 Miles;3;1
12497;174;Ashlee;Kumar;1969-03-21;M;F;40000,00;1;Bachelors;Skilled Manual;2013-07-01;0-1 Miles;0;1
12827;174;Nicolas;Raje;1971-01-12;S;M;20000,00;2;High School;Manual;2012-12-08;0-1 Miles;1;1
13255;174;Lance;Blanco;1962-09-23;M;M;130000,00;2;Partial College;Professional;2012-12-02;0-1 Miles;2;1
14827;174;Ernest;Xu;1984-10-01;S;M;30000,00;3;Partial College;Clerical;2011-10-07;0-1 Miles;1;1
14202;174;Clayton;Zeng;1954-01-16;S;M;90000,00;4;Partial High School;Skilled Manual;2013-04-28;10+ Miles;4;1
13677;174;Brian;Albrecht;1983-09-25;S;F;30000,00;0;High School;Manual;2014-01-04;1-2 Miles;1;0
13789;174;Julie;Shan;1970-11-17;S;F;10000,00;4;Partial High School;Manual;2011-05-09;0-1 Miles;2;1
19289;174;Johnathan;Patel;1970-10-22;M;M;30000,00;3;Bachelors;Clerical;2012-11-26;0-1 Miles;0;1
16422;174;Kurt;Xu;1979-09-20;S;M;20000,00;3;High School;Manual;2012-06-10;0-1 Miles;1;1
16537;174;Arthur;Dominguez;1966-04-12;S;M;20000,00;1;Partial College;Manual;2013-05-26;0-1 Miles;0;0
16208;174;Ruth;Chandra;1977-01-17;S;F;40000,00;2;Partial College;Clerical;2013-03-04;0-1 Miles;1;1
17184;174;Eddie;Dominguez;1962-08-02;M;M;130000,00;2;Partial College;Professional;2012-08-24;0-1 Miles;2;1
17224;175;Mandy;Li;1954-04-19;M;F;90000,00;4;Partial High School;Skilled Manual;2013-05-18;10+ Miles;4;1
17768;175;Luis;Parker;1963-03-19;S;M;10000,00;3;Partial College;Manual;2012-10-24;0-1 Miles;2;1
17955;175;Ronnie;Zhao;1976-05-01;S;M;20000,00;0;Partial College;Manual;2013-11-14;2-5 Miles;1;1
17877;175;Danny;Blanco;1973-08-11;S;M;10000,00;1;Bachelors;Manual;2013-05-17;0-1 Miles;0;1
16047;175;Taylor;Johnson;1968-07-05;M;F;10000,00;1;Partial College;Manual;2013-11-28;0-1 Miles;0;1
16567;175;Erick;Lopez;1975-03-10;S;M;50000,00;0;Graduate Degree;Skilled Manual;2012-07-06;0-1 Miles;0;1
16429;175;Jaclyn;Luo;1973-10-12;M;F;30000,00;1;Partial College;Clerical;2012-06-27;2-5 Miles;1;1
16252;175;Danny;Jiménez;1973-03-21;S;M;10000,00;3;Partial High School;Manual;2012-04-11;0-1 Miles;1;1
20169;175;Garrett;Gray;1966-03-25;S;M;20000,00;1;Partial College;Manual;2014-01-25;1-2 Miles;0;0
18027;175;Alexia;Griffin;1978-08-12;M;F;30000,00;1;Partial College;Clerical;2012-12-12;0-1 Miles;1;1
13803;175;Krystal;Zheng;1940-01-31;M;F;40000,00;1;Graduate Degree;Skilled Manual;2013-08-12;0-1 Miles;0;1
14830;175;Isabella;Ward;1974-08-09;M;F;40000,00;1;Bachelors;Skilled Manual;2011-10-25;0-1 Miles;0;1
14973;175;Alicia;Jai;1985-01-18;S;F;30000,00;3;Partial College;Clerical;2013-02-22;0-1 Miles;1;1
15055;175;Patrick;Torres;1965-01-18;M;M;20000,00;2;Partial College;Manual;2011-11-30;2-5 Miles;1;1
14709;175;Ian;Martin;1982-03-10;S;M;30000,00;0;High School;Manual;2011-09-14;2-5 Miles;1;0
14768;175;Ian;Kelly;1929-12-18;M;M;10000,00;4;Partial College;Manual;2013-06-01;0-1 Miles;2;0
15456;175;Donald;Suri;1946-04-13;S;M;20000,00;1;Bachelors;Clerical;2012-01-20;0-1 Miles;0;1
12828;175;Carol;Rubio;1975-06-01;S;F;10000,00;5;Partial High School;Manual;2013-03-18;0-1 Miles;1;1
12721;175;Rebekah;Martinez;1979-07-14;S;F;30000,00;0;Partial College;Clerical;2013-05-04;1-2 Miles;1;0
12605;175;Carol;Cooper;1977-01-30;M;F;30000,00;3;Bachelors;Clerical;2013-05-12;0-1 Miles;0;1
12408;175;Jon;Lu;1975-08-05;S;M;50000,00;0;Graduate Degree;Skilled Manual;2013-09-30;1-2 Miles;0;0
11380;175;Mitchell;Kumar;1964-08-29;S;M;20000,00;2;Partial College;Manual;2011-10-11;1-2 Miles;1;1
11396;175;Ian;Lopez;1975-04-04;M;M;10000,00;2;High School;Manual;2013-10-26;0-1 Miles;1;0
25445;175;Grace;Cook;1974-05-16;M;F;40000,00;0;Graduate Degree;Clerical;2013-07-01;0-1 Miles;0;1
25318;175;Dennis;Wang;1976-12-21;S;M;20000,00;0;Partial High School;Manual;2013-10-13;1-2 Miles;2;1
25307;175;Daisy;Hernandez;1979-03-24;M;F;40000,00;1;Bachelors;Skilled Manual;2013-06-24;1-2 Miles;1;1
26819;175;Devin;Mitchell;1972-08-20;M;M;10000,00;3;High School;Manual;2013-12-15;0-1 Miles;1;1
26399;175;Erick;Gonzalez;1951-12-23;M;M;120000,00;4;Bachelors;Management;2013-02-27;10+ Miles;4;1
29377;175;Rebekah;Carlson;1971-02-24;M;F;30000,00;1;Bachelors;Skilled Manual;2013-07-14;0-1 Miles;2;1
29365;175;Cheryl;Carlson;1971-07-07;S;F;20000,00;1;High School;Manual;2013-11-01;2-5 Miles;1;1
28531;175;Jared;Reed;1974-05-06;S;M;30000,00;1;Bachelors;Clerical;2013-09-02;0-1 Miles;0;0
28568;175;Daisy;Alonso;1975-10-11;M;F;40000,00;2;Partial College;Clerical;2013-11-23;1-2 Miles;0;1
28376;175;Eugene;Chen;1978-10-04;S;M;40000,00;0;Bachelors;Clerical;2013-07-26;0-1 Miles;0;0
27315;175;James;Mitchell;1950-12-17;M;M;100000,00;2;Graduate Degree;Management;2014-01-06;10+ Miles;4;1
27321;175;Dylan;Zhang;1958-08-26;M;M;80000,00;4;Partial College;Professional;2013-02-23;2-5 Miles;2;1
27327;175;Melody;Nicholls;1961-08-15;S;F;110000,00;4;Partial College;Management;2013-05-25;10+ Miles;2;1
22519;175;Logan;Hughes;1969-05-10;M;M;40000,00;1;Bachelors;Skilled Manual;2013-10-31;0-1 Miles;0;1
22391;175;Angela;Watson;1959-12-03;M;F;10000,00;2;Partial College;Manual;2013-12-16;0-1 Miles;1;1
22476;175;Shane;Martinez;1977-11-21;S;M;20000,00;2;High School;Manual;2013-11-12;0-1 Miles;0;0
21835;175;Susan;Sun;1949-10-20;M;F;120000,00;4;Bachelors;Management;2013-12-09;10+ Miles;4;1
21816;175;Jackson;Roberts;1964-01-17;S;M;130000,00;2;Bachelors;Management;2013-07-01;0-1 Miles;4;0
21853;175;Stacy;Gutierrez;1956-07-17;M;F;100000,00;3;Partial College;Professional;2013-08-31;5-10 Miles;4;0
21523;175;Timothy;Green;1963-02-18;M;M;120000,00;4;Bachelors;Management;2014-01-28;5-10 Miles;0;1
21532;175;Sierra;Turner;1958-09-22;M;F;120000,00;2;Bachelors;Management;2013-12-23;10+ Miles;2;0
21075;175;Manuel;Rana;1970-12-07;M;M;30000,00;1;Bachelors;Skilled Manual;2013-04-16;0-1 Miles;2;1
21065;175;Robert;Thompson;1984-03-02;M;M;40000,00;0;Bachelors;Clerical;2013-08-19;0-1 Miles;0;1
21029;175;Kristi;Martin;1975-02-12;S;F;10000,00;2;High School;Manual;2012-12-22;0-1 Miles;0;1
20970;175;Isaiah;Richardson;1965-05-10;S;M;10000,00;2;Partial College;Manual;2012-11-04;0-1 Miles;1;1
20847;175;Kyle;Young;1964-08-04;M;M;30000,00;0;Bachelors;Clerical;2012-08-27;0-1 Miles;0;1
24843;175;Bryant;Subram;1960-10-22;M;M;130000,00;3;Partial College;Professional;2013-09-21;5-10 Miles;3;0
23961;175;Karen;Huang;1980-12-19;S;F;30000,00;0;Partial College;Clerical;2013-08-27;2-5 Miles;1;0
24127;175;James;Washington;1981-10-18;S;M;30000,00;0;Partial College;Clerical;2013-10-15;0-1 Miles;1;0
24182;175;Nancy;Lopez;1948-11-29;M;F;30000,00;1;Bachelors;Clerical;2013-10-01;0-1 Miles;0;1
23616;175;Karen;Roberts;1952-01-30;S;F;120000,00;4;Bachelors;Management;2013-09-20;10+ Miles;4;1
22867;175;Max;Ruiz;1986-06-05;S;M;20000,00;0;Partial High School;Manual;2013-07-31;1-2 Miles;2;0
24147;176;Kathleen;Hernandez;1941-04-16;M;F;20000,00;1;Graduate Degree;Clerical;2013-12-19;0-1 Miles;0;0
24856;176;Candice;Huang;1959-08-11;M;F;130000,00;3;Partial College;Professional;2013-10-09;5-10 Miles;4;0
24532;176;Phillip;Perez;1963-09-22;M;M;130000,00;2;Bachelors;Management;2013-11-03;0-1 Miles;4;1
20584;176;Molly;Schmidt;1956-10-23;S;F;110000,00;4;Partial College;Professional;2012-04-14;10+ Miles;2;1
21008;176;Melody;Carlson;1966-01-18;S;F;20000,00;1;Partial College;Manual;2012-11-06;0-1 Miles;0;0
21009;176;Clinton;Sandberg;1966-04-06;S;M;20000,00;1;Partial College;Manual;2013-12-05;1-2 Miles;0;0
21109;176;Katie;Pal;1983-08-27;S;F;30000,00;4;Partial College;Clerical;2013-11-11;0-1 Miles;1;1
22481;176;Erik;Ortega;1977-05-22;M;M;30000,00;1;Bachelors;Skilled Manual;2013-03-01;2-5 Miles;1;1
22390;176;Kelvin;Zheng;1962-08-02;M;M;20000,00;1;Bachelors;Clerical;2013-07-13;0-1 Miles;0;1
22623;176;Jamie;Suarez;1957-08-29;S;M;10000,00;3;Partial College;Manual;2013-06-28;0-1 Miles;2;0
27333;176;Kathryn;Luo;1954-03-22;M;F;100000,00;3;Partial College;Management;2013-10-26;10+ Miles;4;1
27838;176;Janelle;Sai;1980-03-18;M;F;20000,00;0;Partial High School;Manual;2013-11-24;0-1 Miles;2;0
27774;176;Marc;Munoz;1977-04-20;S;M;20000,00;2;High School;Manual;2013-02-20;0-1 Miles;0;1
28388;176;Sheila;Rowe;1975-09-29;S;F;10000,00;3;Partial High School;Manual;2013-06-18;0-1 Miles;1;1
28920;176;Renée;Alvarez;1953-03-20;S;F;120000,00;4;High School;Management;2013-11-07;10+ Miles;4;0
29424;176;Erik;Gill;1980-02-02;M;M;10000,00;0;Partial High School;Manual;2013-06-24;0-1 Miles;2;1
26420;176;Bob;Kapoor;1953-03-31;S;M;110000,00;4;Partial High School;Professional;2013-02-07;10+ Miles;3;0
26396;176;Terry;Black;1950-11-16;M;M;100000,00;2;Bachelors;Management;2014-01-16;2-5 Miles;4;0
26867;176;Danny;Romero;1969-05-14;M;M;40000,00;1;Bachelors;Skilled Manual;2013-12-03;0-1 Miles;0;1
26974;176;Philip;Suarez;1986-05-13;S;M;20000,00;0;Partial High School;Manual;2013-07-21;0-1 Miles;2;0
27176;176;Erik;Martin;1976-09-17;M;M;20000,00;0;Partial High School;Manual;2013-02-18;0-1 Miles;2;0
25302;176;Manuel;Mehta;1983-11-23;S;M;30000,00;0;High School;Manual;2013-12-08;1-2 Miles;1;0
11605;176;Heidi;Subram;1982-05-20;S;F;20000,00;0;High School;Manual;2012-03-08;1-2 Miles;1;0
